STEMMING,tokenized_sents,polarity_score,polarity
ness halo tidak jual mini cake birthday wilayah sekar atauga open mini cake birthday butuh cepat ya nes beli ulang besok nes soalnyaa ingin rayain cont,"['ness', 'halo', 'tidak', 'jual', 'mini', 'cake', 'birthday', 'wilayah', 'sekar', 'atauga', 'open', 'mini', 'cake', 'birthday', 'butuh', 'cepat', 'ya', 'nes', 'beli', 'ulang', 'besok', 'nes', 'soalnyaa', 'ingin', 'rayain', 'cont']",1,1
unnesmenfess gang mangga,"['unnesmenfess', 'gang', 'mangga']",-4,-1
unnesmenfess https t co pikdlydxpp,"['unnesmenfess', 'https', 't', 'co', 'pikdlydxpp']",0,0
topik diskusi pagi sehat mental sosial remaja generasi muda bangsa tangguh pandang amat didik unnes yuli kurniawati sp dsc now live topik didik sel remaja tangguh cc unneskonservasi,"['topik', 'diskusi', 'pagi', 'sehat', 'mental', 'sosial', 'remaja', 'generasi', 'muda', 'bangsa', 'tangguh', 'pandang', 'amat', 'didik', 'unnes', 'yuli', 'kurniawati', 'sp', 'dsc', 'now', 'live', 'topik', 'didik', 'sel', 'remaja', 'tangguh', 'cc', 'unneskonservasi']",12,1
ness anjemm skrgg deket gg manggaa rep yaa,"['ness', 'anjemm', 'skrgg', 'deket', 'gg', 'manggaa', 'rep', 'yaa']",1,1
unnesmenfess cus saya https t co tsqffwlfwi suka bersih bersih,"['unnesmenfess', 'cus', 'saya', 'https', 't', 'co', 'tsqffwlfwi', 'suka', 'bersih', 'bersih']",-1,-1
kimbab cempaka arnold tuh buka jam ya ness,"['kimbab', 'cempaka', 'arnold', 'tuh', 'buka', 'jam', 'ya', 'ness']",0,0
ness serius tanya takut salah foto ijazah makeup tidak yaa makeup daily sih pakai eyeliner begitu tia,"['ness', 'serius', 'tanya', 'takut', 'salah', 'foto', 'ijazah', 'makeup', 'tidak', 'yaa', 'makeup', 'daily', 'sih', 'pakai', 'eyeliner', 'begitu', 'tia']",-14,-1
lebih baik tidak ush punya kucing titip,"['lebih', 'baik', 'tidak', 'ush', 'punya', 'kucing', 'titip']",1,1
ness tidak anak kosnya yang pelihara kucing tapi bikin repot brisik pagi amp malam buang air sembarang mba kos punya kucing tapi suka ngerepotin kucing lari marah kabur marah pintu tidak yang buka tapi kucing kbur marah tsayat kucing kabur an cont,"['ness', 'tidak', 'anak', 'kosnya', 'yang', 'pelihara', 'kucing', 'tapi', 'bikin', 'repot', 'brisik', 'pagi', 'amp', 'malam', 'buang', 'air', 'sembarang', 'mba', 'kos', 'punya', 'kucing', 'tapi', 'suka', 'ngerepotin', 'kucing', 'lari', 'marah', 'kabur', 'marah', 'pintu', 'tidak', 'yang', 'buka', 'tapi', 'kucing', 'kbur', 'marah', 'tsayat', 'kucing', 'kabur', 'an', 'cont']",-47,-1
ness jasa bersih tidak cowok yaa feenya 50k lebih tarik sender dm makasih,"['ness', 'jasa', 'bersih', 'tidak', 'cowok', 'yaa', 'feenya', '50k', 'lebih', 'tarik', 'sender', 'dm', 'makasih']",6,1
